timestamp, name, pci.bus_id, driver_version, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/05/11 16:47:40.946, Tesla V100-PCIE-16GB, 00000000:3B:00.0, 510.39.01, 28, 0 %, 0 %, 16384 MiB, 16160 MiB, 0 MiB
2023/05/11 16:47:40.947, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 31, 0 %, 0 %, 16384 MiB, 16160 MiB, 0 MiB
2023/05/11 16:47:43.948, Tesla V100-PCIE-16GB, 00000000:3B:00.0, 510.39.01, 28, 0 %, 0 %, 16384 MiB, 16160 MiB, 0 MiB
2023/05/11 16:47:43.948, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 31, 0 %, 0 %, 16384 MiB, 16160 MiB, 0 MiB
2023/05/11 16:47:46.948, Tesla V100-PCIE-16GB, 00000000:3B:00.0, 510.39.01, 28, 0 %, 0 %, 16384 MiB, 16156 MiB, 4 MiB
2023/05/11 16:47:46.948, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 31, 0 %, 0 %, 16384 MiB, 16156 MiB, 4 MiB
2023/05/11 16:47:49.949, Tesla V100-PCIE-16GB, 00000000:3B:00.0, 510.39.01, 28, 0 %, 0 %, 16384 MiB, 16156 MiB, 4 MiB
2023/05/11 16:47:49.949, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 31, 0 %, 0 %, 16384 MiB, 16156 MiB, 4 MiB
2023/05/11 16:47:52.949, Tesla V100-PCIE-16GB, 00000000:3B:00.0, 510.39.01, 28, 0 %, 0 %, 16384 MiB, 16156 MiB, 4 MiB
2023/05/11 16:47:52.950, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 31, 0 %, 0 %, 16384 MiB, 16156 MiB, 4 MiB
2023/05/11 16:47:55.950, Tesla V100-PCIE-16GB, 00000000:3B:00.0, 510.39.01, 28, 0 %, 0 %, 16384 MiB, 16156 MiB, 4 MiB
2023/05/11 16:47:55.952, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 31, 0 %, 0 %, 16384 MiB, 16156 MiB, 4 MiB
2023/05/11 16:47:58.953, Tesla V100-PCIE-16GB, 00000000:3B:00.0, 510.39.01, 28, 0 %, 0 %, 16384 MiB, 16156 MiB, 4 MiB
